date,date,refeicao,acompanhamento,restaurante,,prato,guarnicao,opcao_vegetal,salada,sobremesa,suco
2022-09-20,20/09/2022,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,MOQUECA DE PEIXE,PURÊ DE BATATA,,SALADA DE ALFACE COM PEPINO,LARANJA,SUCO DE MARACUJÁ
2022-09-20,20/09/2022,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,MOQUECA DE GRÃO DE BICO,CENOURA REFOGADA,-,SALADA DE ALFACE COM PEPINO,LARANJA,SUCO DE MARACUJÁ
2022-09-19,19/09/2022,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,FRANGO EM CUBOS COM BATATA,FOLHAS REFOGADAS COM CENOURA E ERVILHA,-,SALADA DE ACELGA COM ALMEIRÃO,BOLO DE BAUNILHA COM RECHEIO DE CHOCOLATE,SUCO DE UVA
2022-09-19,19/09/2022,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,CENOURA COM ERVILHA PARTIDA,VIRADO VEGANO,-,SALADA DE ACELGA COM ALMEIRÃO,MAÇÃ,SUCO DE UVA
2022-09-19,19/09/2022,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,"CARNE MOÍDA NUTRITIVA (ABÓBORA, BATATA E AZEITONA)",REPOLHO REFOGADO,-,SALADA DE CHICÓRIA COM BETERRABA,LARANJA,SUCO DE UVA
2022-09-19,19/09/2022,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,ERVILHA SECA XADREZ,REPOLHO REFOGADO,-,SALADA DE CHICÓRIA COM BETERRABA,LARANJA,SUCO DE UVA
2022-09-16,16/09/2022,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,CARNE ASSADA AO MOLHO FERRUGEM,"ARROZ COLORIDO (MILHO, ERVILHA, CENOURA, APRESUNTADO, MUSSARELA E PASSAS)",,SALADA DE ESCAROLA,BANANA,SUCO DE LIMÃO
2022-09-16,16/09/2022,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,PROTEÍNA TEXTURIZADA DE SOJA COM BETERRABA,"ARROZ COLORIDO (MILHO, ERVILHA, CENOURA E PASSAS)",,SALADA DE ESCAROLA,BANANA,SUCO DE LIMÃO
2022-09-16,16/09/2022,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,COZIDO MISTO COM ABÓBORA,RAVIOLI DE QUATRO QUEIJOS AO SUGO,-,SALADA DE BETERRABA RALADA,MAÇÃ,SUCO DE LIMÃO
2022-09-16,16/09/2022,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,ALMÔNDEGA DE SOJA,REPOLHO REFOGADO,,SALADA DE BETERRABA RALADA,MAÇÃ,SUCO DE LIMÃO
2022-09-15,15/09/2022,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,"BIFE À PIZZAIOLO (MUÇARELA, PRESUNTO, TOMATE E ORÉGANO) / ALMÔNDEGA","VIRADO CAIPIRA (MILHO, ERVILHA, COUVE E ACELGA)",,"SALADA DE REPOLHO, TOMATE E PEPINO",TANGERINA,SUCO DE GUARANÁ
2022-09-15,15/09/2022,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,FEIJÃO BRANCO COM BRÓCOLIS E PTS,"VIRADO CAIPIRA VEGANO (MILHO, ERVILHA, COUVE E ACELGA)",,"SALADA DE REPOLHO, TOMATE E PEPINO",TANGERINA,SUCO DE GUARANÁ
2022-09-15,15/09/2022,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,FRANGO EM CUBOS AO MOLHO,BATATA CHIPS,,SALADA DE ALFACE,LARANJA,SUCO DE GUARANÁ
2022-09-15,15/09/2022,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,ERVILHA PARTIDA COM BERINJELA,BATATA CHIPS,,SALADA DE ALFACE,LARANJA,SUCO DE GUARANÁ
2022-09-14,14/09/2022,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,MOQUECA DE PEIXE,PIRÃO DE PEIXE,,SALADA DE ALMEIRÃO,GELATINA DE ABACAXI (RU / RA / HC) / GELATINA DE MORANGO (RS),SUCO DE MARACUJÁ
2022-09-14,14/09/2022,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,LENTILHA COM BETERRABA (RU / RA / HC) / MACARRÃO INTEGRAL COM LENTILHA (RS),PIRÃO VEGANO (RU / RA / HC) / COUVE REFOGADA (RS),,SALADA DE ALMEIRÃO,MAÇÃ,SUCO DE MARACUJÁ
2022-09-14,14/09/2022,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,LINGUIÇA TOSCANA ASSADA,VIRADO DE LEGUMES,,SALADA MISTA COM PEPINO,GELATINA/ LARANJA,SUCO DE MARACUJÁ
2022-09-14,14/09/2022,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,QUIBE DE ABÓBORA,VIRADO DE LEGUMES,,SALADA MISTA COM PEPINO,LARANJA,SUCO DE MARACUJÁ
2022-09-13,13/09/2022,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,FRANGO XADREZ (RU / RA / HC) / STEAK DE FRANGO (RS),CREME DE MILHO (RU / RA / HC) / BATATA PALHA (RS),,.....,MAÇÃ,SUCO DE ABACAXI
2022-09-13,13/09/2022,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,LEGUMES XADREZ COM GRÃO DE BICO,BATATA PALHA,,....,MAÇÃ,SUCO DE ABACAXI
2022-09-13,13/09/2022,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,BIFE ACEBOLADO,-,-,CENOURA RALADA COM UVA PASSA (RU - RA - HC),TANGERINA MURCOTT,SUCO DE ABACAXI
2022-09-13,13/09/2022,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,FEIJÃO BRANCO VEGANO,,-,CENOURA RALADA COM UVA PASSA,TANGERINA MURCOTT,SUCO DE ABACAXI
2022-09-12,12/09/2022,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,ALMÔNDEGA AO SUGO,PURÊ DE BATATA,,SALADA MISTA,TANGERINA MURCOTT,SUCO DE UVA
2022-09-12,12/09/2022,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,PROTEÍNA DE SOJA COM LEGUMES,FAROFA DE LEGUMES,,SALADA MISTA,TANGERINA MURCOTT,SUCO DE UVA
2022-09-12,12/09/2022,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,COZIDO MISTO (PALETA SUÍNA/ CUBOS BOVINO) AO MOLHO AGRIDOCE,FAROFA,,SALADA DE REPOLHO LISO,MELANCIA,SUCO DE UVA
2022-09-12,12/09/2022,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,LENTILHA REFOGADA,,,SALADA DE REPOLHO LISO,MELANCIA,SUCO DE UVA
2022-09-09,09/09/2022,Almoço - Cardápio Padrão,ARROZ E FEIJÃO CARIOCA,,,CARNE DE PANELA COM BATATA E BACON / STEAK,,,REPOLHO,TANGERINA MURCOTT,SUCO DE LIMÃO
2022-09-09,09/09/2022,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO CARIOCA,,,GRÃO DE BICO COM LEGUMES,,,REPOLHO,TANGERINA MURCOTT,SUCO DE LIMÃO
2022-09-09,09/09/2022,Jantar - Cardápio Padrão,ARROZ E FEIJÃO CARIOCA,,,FRICASSÊ DE FRANGO,-,,REPOLHO LISO,BANANA,SUCO DE LIMÃO
2022-09-09,09/09/2022,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO CARIOCA,,,FRICASSÊ COM PROTEINA DE SOJA,-,,REPOLHO LISO,BANANA,SUCO DE LIMÃO
2022-09-08,08/09/2022,Almoço - Cardápio Padrão,ARROZ E FEIJÃO CARIOCA,,,LINGUIÇA TOSCANA ASSADA,ESCAROLA REFOGADA,-,SALADA DE ALFACE/REPOLHO,MAÇÃ,SUCO DE UVA
2022-09-08,08/09/2022,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO CARIOCA,,,ERVILHA XADREZ,ESCAROLA REFOGADA,,SALADA DE ALFACE/REPOLHO,MAÇÃ,SUCO DE UVA
2022-09-08,08/09/2022,Jantar - Cardápio Padrão,ARROZ E FEIJÃO CARIOCA,,,"CARNE EM CUBOS À JARDINEIRA (BRÓCOLIS, CENOURA E CHUCHU)",VIRADO DE LEGUMES,,ALFACE / CENOURA RALADA,LARANJA,SUCO DE UVA
2022-09-08,08/09/2022,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO CARIOCA,,,RISOTO INTEGRAL COM LEGUMES E LENTILHA,CHUCHU REFOGADO,,ALFACE / CENOURA RALADA,LARANJA,SUCO DE UVA
2022-09-07,07/09/2022,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,LENTILHA XADREZ,MACARRÃO PRIMAVERA VEGANO,-,SALADA DE ALFACE COM BETERRABA,BANANA,SUCO DE LIMÃO
2022-09-06,06/09/2022,Almoço - Cardápio Padrão,ARROZ E FEIJÃO CARIOCA,,,BISTECA SUÍNA COM MOLHO DE ABACAXI,"FAROFA TEMPERADA (BACON, CENOURA, MILHO E ERVILHA)",,SALADA DE ALFACE,LARANJA /MAÇÃ,SUCO DE MORANGO
2022-09-06,06/09/2022,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,BERINJELA DE FORNO COM PROTEÍNA DE SOJA,"FAROFA TEMPERADA (CENOURA, MILHO E ERVILHA)",-,SALADA DE ALFACE,LARANJA /MAÇÃ,SUCO DE MORANGO
2022-09-06,06/09/2022,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,ALMÔNDEGAS AO SUGO,PURÊ DE BATATA,-,SALADA DE CHUCHU NA SALSA,DOCE DE LEITE,SUCO DE MORANGO
2022-09-06,06/09/2022,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,ERVILHA À CHINESA,BATATA PALHA COM MILHO,-,SALADA DE CHUCHU NA SALSA,MAÇÃ,SUCO DE MORANGO
2022-09-05,05/09/2022,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,STROGONOFF DE CARNE,BATATA PALHA,-,SALADA DE CENOURA COM UVA PASSA,BOLO SABOR CHOCOLATE,SUCO DE ABACAXI
2022-09-05,05/09/2022,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,STROGONOFF VEGANO,BATATA PALHA,-,SALADA DE CENOURA COM UVA PASSA,LARANJA,SUCO DE ABACAXI
2022-09-05,05/09/2022,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,"CARNE DE PANELA COM TOMATE, CEBOLA E ERVILHA",-,-,SALADA DE ACELGA,MAÇÃ,SUCO DE ABACAXI
2022-09-05,05/09/2022,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,YAKISOBA VEGANO,-,-,SALADA DE ACELGA,MAÇÃ,SUCO DE ABACAXI
2022-09-02,02/09/2022,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,CARNE ASSADA (CONTÉM MOLHO DE SOJA),CREME DE MILHO,PTS COM ABÓBORA,SALADA DE ESCAROLA,FRUTA/DOCE,-
2022-09-02,02/09/2022,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,COPA LOMBO SUÍNO ASSADO (CONTÉM MOLHO DE SOJA) / CARNE BOVINA ASSADA,MACARRÃO INTEGRAL AO SUGO,PTS COM PALMITO,SALADA DE TOMATE,DOCE DE GOIABA,-
2022-09-02,02/09/2022,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,TORTA VEGETARIANA DE SOJA E AVEIA COM ABÓBORA JAPONESA AO MOLHO DE TOMATE,MANDIOCA REFOGADA,-,SALADA DE ESCAROLA,LARANJA,-
2022-09-02,02/09/2022,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,LENTILHA COM LEGUMES,MACARRÃO INTEGRAL AO SUGO,-,SALADA DE TOMATE,DOCE DE GOIABA / DOCE DE BANANA,-
2022-09-01,01/09/2022,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,ALMÔNDEGA AO SUGO,PURÊ DE BATATA,PTS COM MILHO,SALADA DE ALFACE COM CEBOLA,DOCE DE BANANA / GOIABADA,-
2022-09-01,01/09/2022,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,MOQUECA DE PEIXE,ANGÚ DE FUBÁ (RU),PTS COM ABOBRINHA,ALFACE COM PEPINO E TRIGO PARA KIBE (RU)/ ALFACE E PEPINO (RS/RA/HC),MELANCIA,-
2022-09-01,01/09/2022,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,PROTEÍNA DE SOJA COM LEGUMES VEGETARIANA,PURÊ DE BATATA  VEGETARIANO,-,SALADA DE ALFACE COM CEBOLA,DOCE DE BANANA,-
2022-09-01,01/09/2022,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,SOJA COM LEGUMES,,-,SALADA DE ALFACE COM PEPINO,MELANCIA,-
2022-08-31,31/08/2022,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,"PEIXE À PORTUGUESA (BATATA, CEBOLA, TOMATE E OVO)",-,PTS COM BATATA,"SALADA DE FESTA (REPOLHO, APRESUNTADO E UVA PASSA)",LARANJA,-
2022-08-31,31/08/2022,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,PROTEÍNA DE SOJA AO MOLHO BRANCO,-,-,SALADA DE FESTA (REPOLHO E UVA PASSA),LARANJA,-
2022-08-31,31/08/2022,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,ISCA DE CARNE AO MOLHO SHOYO (SOJA) E PALMITO,QUIBEBE,PTS COM BERINJELA,SALADA DE BETERRABA RALADA,PUDIM DE COCO COM AMEIXA,-
2022-08-31,31/08/2022,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,MACARRÃO INTEGRAL AO MOLHO DE LENTILHA,QUIBEBE,-,SALADA DE BETERRABA RALADA,DOCE DE GOIABA,-
2022-08-30,30/08/2022,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,BIFE ACEBOLADO,MACARRÃO AO MOLHO BRANCO COM BACON,PTS COM ABÓBORA,"SALADA CAMPONESA (FEIJÃO BRANCO, AZEITONA, CHUCHU E TOMATE)",ARROZ DOCE,-
2022-08-30,30/08/2022,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,GRÃO DE BICO COM LEGUMES (CONTÉM MOLHO DE SOJA),COUVE REFOGADA,-,"SALADA CAMPONESA (FEIJÃO BRANCO, CHUCHU E TOMATE)",DOCE DE BANANA,-
2022-08-30,30/08/2022,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,CARNE PICADA COM BATATA E MILHO,VIRADO DE SOJA,PTS COM BERINJELA E MILHO,SALADA DE ESCAROLA,DOCE DE BANANA/ LARANJA,-
2022-08-30,30/08/2022,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,SOJA COM LEGUMES,BATATA DOCE CORADA,-,SALADA DE ESCAROLA,LARANJA,-
2022-08-29,29/08/2022,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,ISCA DE CARNE COM BATATA DOCE,POLENTA AO SUGO,PTS COM BETERRABA,SALADA DE COUVE COM CEBOLA,BOLINHO DE CHOCOLATE,-
2022-08-29,29/08/2022,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,POLENTA AO MOLHO DE LENTILHA,BETERRABA REFOGADA,-,SALADA DE COUVE COM CEBOLA,DOCE DE GOIABA,-
2022-08-29,29/08/2022,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,BIFE AO MOLHO DE TOMATE,-,PTS COM BETERRABA,SALADA DE REPOLHO COM RÚCULA,TANGERINA MURCOTT,-
2022-08-29,29/08/2022,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,"MACARRÃO PRIMAVERA (MACARRÃO INTEGRAL, PROTEÍNA DE SOJA, CENOURA, ABOBRINHA ITALIANA, TOMATE)",-,-,SALADA DE REPOLHO COM RÚCULA,TANGERINA MURCOTT,-
2022-08-26,26/08/2022,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,CARNE PICADA COM CENOURA,"FAROFA  BRASILEIRA (AZEITONA, TOMATE, OVO)",PTS COM LEGUMES,SALADA DE ALFACE,BANANA,-
2022-08-26,26/08/2022,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,FEIJÃO BRANCO COM LEGUMES,"FAROFA BRASILEIRA VEGETARIANA (AZEITONA, TOMATE)",-,SALADA DE ALFACE,BANANA,-
2022-08-26,26/08/2022,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,LINGUIÇA TOSCANA ASSADA/ STEAK,BERINJELA REFOGADA,PTS COM ABOBRINHA,SALADA DE REPOLHO COM ABACAXI,IOGURTE/ BANANA,-
2022-08-26,26/08/2022,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,ERVILHA COM LEGUMES (CONTÉM MOLHO DE SOJA),BERINJELA REFOGADA,-,SALADA DE REPOLHO COM ABACAXI,BANANA,-
2022-08-25,25/08/2022,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,"FRANGO À CAÇADORA (AZEITONA, ERVILHA, TOMATE)",-,PTS COM BETERRABA,SALADA DE LEGUMES,LARANJA,-
2022-08-25,25/08/2022,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,CUSCUZ VEGETARIANO (CONTÉM PROTEÍNA DE SOJA),-,-,SALADA DE LEGUMES,LARANJA,-
2022-08-25,25/08/2022,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,"ISCA DE CARNE À ROMANESCA (ERVILHA, APRESUNTADO, TOMATE)",-,PTS COM ABÓBORA,"SALADA MULTICOR (ALFACE, CENOURA, MILHO VERDE)",BOLO DE BAUNILHA/ BOLO DE CHOCOLATE,-
2022-08-25,25/08/2022,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,MACARRÃO INTEGRAL AO MOLHO DE LENTILHA,-,-,"SALADA MULTICOR (ALFACE, CENOURA, MILHO VERDE)",LARANJA / DOCE DE GOIABA,-
2022-08-24,24/08/2022,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,STROGONOFF DE CARNE,BATATA REFOGADA,PTS COM BERINJELA,SALADA DE ALFACE,GELATINA DE MORANGO / DOCE DE GOIABA,-
2022-08-24,24/08/2022,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,STROGONOFF VEGETARIANO (CONTÉM PROTEÍNA DE SOJA),BATATA REFOGADA,-,SALADA DE ALFACE,DOCE DE BANANA / DOCE DE GOIABA,-
2022-08-24,24/08/2022,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,QUIBE DE CARNE BOVINA ASSADO,CREME DE MILHO,PTS  COM LEGUMES,SALADA DE TOMATE,TANGERINA MURCOTT,-
2022-08-24,24/08/2022,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,QUIBE DE BERINJELA COM CENOURA (CONTÉM PROTEÍNA DE SOJA),CREME DE MILHO VEGETARIANO (CONTÉM LEITE DE SOJA),-,SALADA DE TOMATE,TANGERINA MURCOTT,-
2022-08-23,23/08/2022,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,BIFE AO MOLHO DE TOMATE,VIRADO DE ESCAROLA,PTS COM BATATA DOCE,SALADA DE  BETERRABA COM MILHO,DOCE DE BANANA,-
2022-08-23,23/08/2022,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,MOQUECA DE GRÃO DE BICO,VIRADO DE ESCAROLA VEGETARIANO,-,SALADA DE BETERRABA COM MILHO,DOCE DE BANANA,-
2022-08-23,23/08/2022,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,COPA LOMBO SUÍNO ASSADO (CONTÉM MOLHO DE SOJA),-,PTS COM CHUCHU,SALADA DE ALFACE,DOCE DE GOIABA,-
2022-08-23,23/08/2022,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,GRATINADO DE LEGUMES (CONTÉM PROTEÍNA DE SOJA),-,-,SALADA DE ALFACE,DOCE DE GOIABA,-
2022-08-22,22/08/2022,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,QUIBE ASSADO,LEGUMES REFOGADOS,PTS AO SUGO,SALADA DE REPOLHO COM TOMATE,LARANJA,-
2022-08-22,22/08/2022,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,QUIBE VEGETARIANO DE ABÓBORA JAPONESA E COUVE (CONTÉM PROTEÍNA DE SOJA),LEGUMES REFOGADOS,-,SALADA DE REPOLHO COM TOMATE,LARANJA,-
2022-08-22,22/08/2022,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,"(PEIXE À PORTUGUESA RS C/BATATA, TOMATE, CEBOLA, AZEITONAS) (STEAK RU)",FAROFA COM FRUTAS,PTS COM BATATA,SALADA DE ESCAROLA,IOGURTE SABOR MORANGO,-
2022-08-22,22/08/2022,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,MOQUECA DE GRÃO DE BICO,FAROFA COM FRUTAS VEGETARIANA,-,SALADA DE ESCAROLA,LARANJA,-
2022-08-19,19/08/2022,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,FRANGO ASSADO (CONTÉM MOLHO DE SOJA),VIRADO DE BANANA,PTS AGRIDOCE COM ABACAXI,SALADA DE ALFACE COM BETERRABA,TANGERINA MURCOTT/ LARANJA,-
2022-08-19,19/08/2022,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,PROTEÍNA TEXTURIZADA DE SOJA AO MOLHO BRANCO,VIRADO DE BANANA VEGETARIANO,-,SALADA DE ALFACE COM BETERRABA,TANGERINA MURCOTT,-
2022-08-19,19/08/2022,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,CARNE MOÍDA COM AZEITONA PRETA,MACARRÃO COM ABOBRINHA,PTS COM CHUCHU,SALADA DE ALMEIRÃO,CURAU,-
2022-08-19,19/08/2022,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,MACARRÃO INTEGRAL COM ABOBRINHA (CONTÉM PROTEÍNA DE SOJA),ABÓBORA JAPONESA REFOGADA,-,SALADA DE ALMEIRÃO,BANANA,-
2022-08-18,18/08/2022,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,CARNE MOÍDA COM CENOURA E PALMITO,PURÊ DE BATATA,PTS COM CENOURA,SALADA DE ALMEIRÃO,MAÇÃ,-
2022-08-18,18/08/2022,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,ESCONDIDINHO VEGETARIANO (CONTÉM PROTEÍNA DE SOJA),ABÓBORA / REPOLHO REFOGADOS,-,SALADA DE ALMEIRÃO,MAÇÃ,-
2022-08-18,18/08/2022,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,BIFE AO MOLHO SHOYO,TUTU DE FEIJÃO BRANCO (BACON),PTS COM BETERRABA,SALADA DE ESCAROLA,BANANA,-
2022-08-18,18/08/2022,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,FEIJÃO BRANCO COM LEGUMES,MANDIOCA REFOGADA,-,SALADA DE ESCAROLA,BANANA,-
2022-08-17,17/08/2022,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,COPA LOMBO ASSADO (CONTÉM MOLHO DE SOJA),MACARRÃO INTEGRAL AO SUGO,PTS COM BERINJELA,"SALADA JARDINEIRA DE LEGUMES (BATATA, CENOURA, CHUCHU, ERVILHA E MILHO)",BOLINHO DE BAUNILHA,-
2022-08-17,17/08/2022,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,YAKISOBA VEGETARIANO (CONTÉM PROTEÍNA DE SOJA),ABÓBORA JAPONESA REFOGADA,-,"SALADA JARDINEIRA DE LEGUMES (BATATA, CENOURA, CHUCHU, ERVILHA E MILHO)",DOCE DE GOIABA,-
2022-08-17,17/08/2022,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,CARNE PICADA COM ABÓBORA,CUSCUZ DE LEGUMES,PTS COM ABÓBORA,"SALADA DE TABULE (TRIGO PARA QUIBE, ALFACE, LIMÃO, PEPINO E TOMATE)",LARANJA,-
2022-08-17,17/08/2022,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,CUSCUZ VEGETARIANO (CONTÉM PROTEÍNA DE SOJA),ESCAROLA REFOGADA,-,"SALADA DE TABULE (TRIGO PARA QUIBE, ALFACE, LIMÃO, PEPINO E TOMATE)",LARANJA,-
2022-08-16,16/08/2022,Almoço - Cardápio Padrão,ARROZ E FEIJÃO PRETO,,,LINGUIÇA DE FRANGO AO VINAGRETE / ALMÔNDEGAS AO VINAGRETE,QUIBEBE (ABÓBORA SECA),PTS COM BETERRABA,SALADA DE ESCAROLA COM MAÇÃ,LARANJA,-
2022-08-16,16/08/2022,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO PRETO,,,FRICASSÊ DE BERINJELA (CONTÉM PROTEÍNA DE SOJA),QUIBEBE (ABÓBORA SECA),-,SALADA DE ESCAROLA COM MAÇÃ,LARANJA,-
2022-08-16,16/08/2022,Jantar - Cardápio Padrão,ARROZ E FEIJÃO PRETO,,,"CARNE ASSADA AO MOLHO FINITI (CANELA, MOLHOS INGLÊS E DE SOJA)",-,PTS COM ABOBRINHA,SALADA DE BATATA COM MOSTARDA E OVOS,MAÇÃ,-
2022-08-16,16/08/2022,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO PRETO,,,ERVILHA COM LEGUMES (CONTÉM MOLHO DE SOJA),-,-,SALADA DE BATATA,MAÇÃ,-
2022-08-15,15/08/2022,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,CARNE PICADA COM MANDIOCA,-,PTS COM MANDIOCA,SALADA DE CENOURA RALADA COM ERVILHA,MAÇÃ,-
2022-08-15,15/08/2022,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,GRÃO DE BICO COM LEGUMES (CONTÉM MOLHO DE SOJA),-,-,SALADA DE CENOURA RALADA COM ERVILHA,MAÇÃ,-
2022-08-15,15/08/2022,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,LINGUIÇA DE FRANGO ACEBOLADA,VIRADO DE COUVE MANTEIGA,PTS COM BETERRABA,SALADA DE REPOLHO COM PEPINO,BOLO DE BAUNILHA COM CHOCOLATE,-
2022-08-15,15/08/2022,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,POLENTA AO MOLHO DE LENTILHA,COUVE REFOGADA,-,SALADA DE REPOLHO COM PEPINO,MAÇÃ,-
2022-08-12,12/08/2022,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,,ISCA DE CARNE COM PALMITO,-,PTS COM CENOURA,SALADA DE CENOURA COM TOMATE,GELATINA / DOCE DE GOIABA,-
2022-08-12,12/08/2022,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,,ERVILHA SECA COM LEGUMES (CONTÉM MOLHO DE SOJA),-,-,SALADA DE CENOURA COM TOMATE,LARANJA,-
2022-08-12,12/08/2022,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,,COPA LOMBO SUÍNO AO MOLHO DE ABACAXI (CONTÉM MOLHO DE SOJA),-,PTS COM BATATA DOCE,BETERRABA COZIDA,LARANJA,-
