date,date,refeicao,acompanhamento,restaurante,,prato,guarnicao,opcao_vegetal,salada,sobremesa,suco
2025-07-23,23/07/2025,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,CARNE DE VERMELHA,BIFE AO MOLHO DE CHAMPIGNON,MANDIOQUINHA E CENOURA SAUTÉ,,SALADA DE REPOLHO,LARANJA,REFRESCO DE ACEROLA
2025-07-23,23/07/2025,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,GRAO DE BICO,GRÃO DE BICO COM BRÓCOLIS,MANDIOQUINHA E CENOURA SAUTÉ,,SALADA DE REPOLHO,LARANJA,REFRESCO DE ACEROLA
2025-07-22,22/07/2025,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,CARNE DE VERMELHA,CARNE EM CUBOS COM MANDIOQUINHA E MANDIOCA,ARROZ VERDE,,SALADA DE ESCAROLA,TANGERINA,REFRESCO DE CAJU
2025-07-22,22/07/2025,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,PTS,CUZCUZ VEGANO COM PTS,ARROZ VERDE,,SALADA DE ESCAROLA,TANGERINA,REFRESCO DE CAJU
2025-07-22,22/07/2025,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,CARNE DE FRANGO,FILEZINHO DE FRANGO ACEBOLADO,"CHUCHU REFOGADO COM ERVAS (COENTRO, ORÉGANO, SALSINHA E CEBOLINHA)",,SALADA DE CENOURA COM BETERRABA RALADA,MAÇÃ,REFRESCO DE CAJU
2025-07-22,22/07/2025,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,FEIJAO BRANCO,VIRADINHO DE FEIJÃO BRANCO COM ABOBRINHA E AVEIA,"CHUCHU REFOGADO COM ERVAS (COENTRO, ORÉGANO, SALSINHA E CEBOLINHA)",,SALADA DE CENOURA COM BETERRABA RALADA,MAÇÃ,REFRESCO DE CAJU
2025-07-21,21/07/2025,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,CARNE DE FRANGO,"BOBÓ DE FRANGO (LEITE DE CÔCO, TOMATE, AZEITE DE DENDÊ, COENTRO, MANDIOCA)",VIRADO DE ACELGA,,SALADA DE ALFACE,BANANA,REFRESCO DE ABACAXI
2025-07-21,21/07/2025,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,GRAO DE BICO,BOBÓ DE GRÃO DE BICO,VIRADO DE ACELGA,,SALADA DE ALFACE,BANANA,REFRESCO DE ABACAXI
2025-07-21,21/07/2025,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,CARNE DE VERMELHA,CARNE DE PANELA AO MOLHO ROTY,QUIBEBE,,SALADA DE RÚCULA COM RABANETE,BARRA DE CEREAL,REFRESCO DE ABACAXI
2025-07-21,21/07/2025,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,PTS,FRITADA DE PTS COM TRIGO EM GRÃOS E QUINOA,QUIBEBE,,SALADA DE RÚCULA COM RABANETE,BARRA DE CEREAL,REFRESCO DE ABACAXI
2025-07-20,20/07/2025,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,CARNE DE VERMELHA,BIFE AO SUGO,REPOLHO BRANCO REFOGADO,,SALADA DE BETERRABA RALADA,LARANJA,REFRESCO DE MANGA
2025-07-20,20/07/2025,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,LENTILHA,TORTA DE LENTILHA,REPOLHO BRANCO REFOGADO,,SALADA DE BETERRABA RALADA,LARANJA,REFRESCO DE MANGA
2025-07-19,19/07/2025,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,STROGONOFES,STROGONOFF DE FRANGO,BATATA PALHA,,SALADA DE ALMEIRÃO,LARANJA,REFRESCO DE ACEROLA
2025-07-19,19/07/2025,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,STROGONOFF VEGANO,STROGONOFF VEGANO (PTS),BATATA PALHA,,SALADA DE ALMEIRÃO,LARANJA,REFRESCO DE ACEROLA
2025-07-19,19/07/2025,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,CARNE DE VERMELHA,BIFE ACEBOLADO,COUVE REFOGADA,,SALADA DE ALFACE,TANGERINA,REFRESCO DE ACEROLA
2025-07-19,19/07/2025,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,KIBE,QUIBE DE ABÓBORA COM PTS,COUVE REFOGADA,,SALADA DE ALFACE,TANGERINA,REFRESCO DE ACEROLA
2025-07-18,18/07/2025,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,OUTROS,"PUCHERO (LINGUIÇA, PALETA SUÍNA, CENOURA, MOLHO DE TOMATE E GRÃO DE BICO)",VIRADO DE COUVE,,"MIX DE FOLHAS (AGRIÃO, ACELGA E ALFACE)",LARANJA,REFRESCO DE ACEROLA
2025-07-18,18/07/2025,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,FEIJAO BRANCO,FEIJÃO BRANCO COM BRÓCOLIS E QUINOA,VIRADO DE COUVE VEGANO,,"MIX DE FOLHAS (AGRIÃO, ACELGA E ALFACE)",LARANJA,REFRESCO DE ACEROLA
2025-07-18,18/07/2025,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,SOBRECOXA,"SOBRECOXA DE FRANGO À PORTUGUESA (BATATA, CEBOLA, AZEITONA, PIMENTÃO VERDE E TOMATE)",,,SALADA DE ESCAROLA,MAÇÃ,REFRESCO DE ACEROLA
2025-07-18,18/07/2025,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,PTS,"PTS À PORTUGUESA (BATATA, CEBOLA, AZEITONA, PIMENTÃO VERDE E TOMATE)",,,SALADA DE ESCAROLA,MAÇÃ,REFRESCO DE ACEROLA
2025-07-17,17/07/2025,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,CARNE DE FRANGO,FRICASSÊ DE FRANGO,BATATA SAUTÉ,,SALADA DE BETERRABA RALADA,MAÇÃ,REFRESCO DE LARANJA
2025-07-17,17/07/2025,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,PTS,FRICASSÊ DE BERINJELA,BATATA SAUTÉ,,SALADA DE BETERRABA RALADA,MAÇÃ,REFRESCO DE LARANJA
2025-07-17,17/07/2025,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,PEIXE,"PESCADA AO BRÁS (CEBOLA, BATATA PALHA E SALSA)",CHUCHU COM ERVAS,,SALADA DE CENOURA RALADA,MELANCIA,REFRESCO DE LARANJA
2025-07-17,17/07/2025,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,OUTROS VEGANO,"MIX DE LENTILHA COM SOJA EM GRÃOS, ABÓBORA CABOTIA E TOMATE",CHUCHU COM ERVAS,,SALADA DE CENOURA RALADA,MELANCIA,REFRESCO DE LARANJA
2025-07-16,16/07/2025,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,PEIXE,"PESCADA ORIENTAL (MOYASHI, ÓLEO DE GERGELIM, PIMENTÃO VERDE E CEBOLA)",CENOURA COM SALSA,,SALADA DE ALFACE COM AGRIÃO,BANANA,REFRESCO DE ABACAXI
2025-07-16,16/07/2025,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,OUTROS VEGANO,FRADINHO COM QUIABO,CENOURA COM SALSA,,SALADA DE ALFACE COM AGRIÃO,BANANA,REFRESCO DE ABACAXI
2025-07-16,16/07/2025,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,CARNE DE VERMELHA,BIFE AO SUGO,MACARRÃO AO ALHO E ÓLEO,,SALADA DE ACELGA COM RÚCULA,TANGERINA,REFRESCO DE ABACAXI
2025-07-16,16/07/2025,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,LENTILHA,LENTILHA AO VINAGRETE E COUVE-FLOR,MACARRÃO INTEGRAL AO ALHO E ÓLEO,,SALADA DE ACELGA COM RÚCULA,TANGERINA,REFRESCO DE ABACAXI
2025-07-15,15/07/2025,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,SOBRECOXA,SOBRECOXA ASSADA AO SUGO,BERINJELA REFOGADA,,SALADA DE RÚCULA COM RABANETE,BARRA DE CEREAL,REFRESCO DE GOIABA
2025-07-15,15/07/2025,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,LENTILHA,LENTILHA AO VINAGRETE,BERINJELA REFOGADA,,SALADA DE RÚCULA COM RABANETE,BARRA DE CEREAL,REFRESCO DE GOIABA
2025-07-15,15/07/2025,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,CARNE DE PORCO,CUBOS SUÍNOS AO MOLHO BARBECUE,ABOBRINHA À POMODORO,,SALADA DE ALFACE COM AGRIÃO,BANANA,REFRESCO DE GOIABA
2025-07-15,15/07/2025,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,PTS,PTS AO SUGO COM QUIABO,ABOBRINHA À POMODORO,,SALADA DE ALFACE COM AGRIÃO,BANANA,REFRESCO DE GOIABA
2025-07-14,14/07/2025,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,CARNE DE VERMELHA,CARNE MOÍDA À PRIMAVERA (MILHO/ERVILHA),VIRADO DE COUVE,,SALADA DE ALFACE,MAÇÃ,REFRESCO DE MANGA
2025-07-14,14/07/2025,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,PTS,PTS À PRIMAVERA (MILHO/ERVILHA/CENOURA),VIRADO DE COUVE,,SALADA DE ALFACE,MAÇÃ,REFRESCO DE MANGA
2025-07-14,14/07/2025,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,CARNE DE FRANGO,FILEZINHO DE FRANGO ACEBOLADO,"ARROZ À GREGA (CENOURA , ERVILHAS, MILHO E CEBOLA)",,SALADA DE PEPEINO,LARANJA,REFRESCO DE MANGA
2025-07-14,14/07/2025,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,FEIJAO BRANCO,"FEIJÃO BRANCO RÚSTICO (TOMATE, SALSA, CHUCHU E CENOURA)","ARROZ À GREGA (CENOURA , ERVILHAS, MILHO E CEBOLA)",,SALADA DE PEPINO,LARANJA,REFRESCO DE MANGA
2025-07-13,13/07/2025,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,CARNE DE VERMELHA,BIFE AO MOLHO DE CHAMPIGNON,ABOBRINHA REFOGADA,,SALADA DE COUVE,MAÇÃ,REFRESCO DE ACEROLA
2025-07-13,13/07/2025,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,PTS,"PTS COM ERVILHA, MILHO E BRÓCOLIS",ABOBRINHA REFOGADA,,SALADA DE COUVE,MAÇÃ,REFRESCO DE ACEROLA
2025-07-12,12/07/2025,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,CARNE DE FRANGO,ISCAS DE FRANGO AO MOLHO FERRUGEM,CENOURA SAUTÉ,,SALADA DE ALFACE,BANANA,REFRESCO DE MARACUJA
2025-07-12,12/07/2025,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,PTS,ERVILHA NAPOLITANA,CENOURA SAUTÉ,,SALADA DE ALFACE,BANANA,REFRESCO DE MARACUJA
2025-07-12,12/07/2025,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,CARNE DE VERMELHA,CARNE DE PANELA,BRÓCOLIS REFOGADO,,SALADA DE CHICÓRIA COM NABO,MAÇÃ,REFRESCO DE MARACUJA
2025-07-12,12/07/2025,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,SOJA,SOJA EM GRÃO COM ERVILHA ESCABECHE,BRÓCOLIS REFOGADO,,SALADA DE CHICÓRIA COM NABO,MAÇÃ,REFRESCO DE MARACUJA
2025-07-11,11/07/2025,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,CARNE DE PORCO,CUBOS SUÍNOS AO MOLHO BARBECUE,VIRADO DE BANANA,,SALADA DE BETERRABA RALADA,TANGERINA,REFRESCO DE LIMÃO
2025-07-11,11/07/2025,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,FEIJAO BRANCO,FEIJÃO BRANCO AO VINAGRETE,VIRADO DE BANANA,,SALADA DE BETERRABA RALADA,TANGERINA,REFRESCO DE LIMÃO
2025-07-11,11/07/2025,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,PEIXE,TILÁPIA NA SALSA,ABÓBORA JAPONESA NA SALSA,,SALADA DE ACELGA,MELANCIA,REFRESCO DE LIMÃO
2025-07-11,11/07/2025,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,GRAO DE BICO,GRÃO DE BICO COM TRIGO EM GRÃOS ACEBOLADO,ABÓBORA JAPONESA NA SALSA,,SALADA DE ACELGA,MELANCIA,REFRESCO DE LIMÃO
2025-07-10,10/07/2025,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,CARNE DE VERMELHA,"ISCAS DE CARNE À CHINESA (BRÓCOLIS, CENOURA, CEBOLA, PIMENTÃO, TOMATE, REPOLHO E MOLHO SHOYU) (RS/RA/HC/CAISM)",,,SALADA MIX DE ALFACE,MAÇÃ,REFRESCO DE CAJU
2025-07-10,10/07/2025,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,CARNE DE VERMELHA,CARNE MOÍDA À CHINESA (RU),,,SALADA MIX DE ALFACE,MAÇÃ,REFRESCO DE CAJU
2025-07-10,10/07/2025,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,PTS,"PTS À CHINESA (BRÓCOLIS, CEBOLA, CENOURA, PIMENTÃO, TOMATE, REPOLHO E MOLHO SHOYU)",,,SALADA MIX DE ALFACE,MAÇÃ,REFRESCO DE CAJU
2025-07-10,10/07/2025,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,CARNE DE FRANGO,FILEZINHO DE FRANGO AO SUGO,COUVE NO ALHO,,SALADA DE BETERRABA RALADA,LARANJA,REFRESCO DE CAJU
2025-07-10,10/07/2025,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,LENTILHA,TORTA DE LENTILHA COM ESCAROLA,COUVE NO ALHO,,SALADA DE BETERRABA RALADA,LARANJA,REFRESCO DE CAJU
2025-07-09,09/07/2025,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,CARNE DE FRANGO,FILEZINHO DE FRANGO ACEBOLADO,REPOLHO REFOGADO,,SALADA DE ALMEIRÃO,LARANJA,REFRESCO DE MORANGO
2025-07-09,09/07/2025,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,KIBE,QUIBE DE GRÃO DE BICO,REPOLHO REFOGADO,,SALADA DE ALMEIRÃO,LARANJA,REFRESCO DE MORANGO
2025-07-08,08/07/2025,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,PEIXE,"MOQUECA DE TILÁPIA (CEBOLA EM RODELA, PIMENTÃO, TOMATE, LEITE DE COCO, AZEITE DE DENDÊ)","ARROZ COLORIDO (CENOURA, MILHO E BRÓCOLIS)",,SALADA DE REPOLHO,BARRA DE CEREAL,REFRESCO DE LARANJA
2025-07-08,08/07/2025,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,OUTROS VEGANO,"MOQUECA DE ERVILHA (CEBOLA RODELA, PIMENTÃO, TOMATE, LEITE DE COCO E AZEITE DE DENDÊ)","ARROZ  COLORIDO (CENOURA, MILHO E BRÓCOLIS)",,SALADA DE REPOLHO,BARRA DE CEREAL,REFRESCO DE LARANJA
2025-07-08,08/07/2025,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,CARNE DE VERMELHA,ISCAS DE CARNE AO MOLHO MOSTARDA,ACELGA REFOGADA,,SALADA DE ALMEIRÃO,BANANA,REFRESCO DE LARANJA
2025-07-08,08/07/2025,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,LENTILHA,"LENTILHA COM LEGUMES (ABOBRINHA, CENOURA, MILHO)",ACELGA REFOGADA,,SALADA DE ALMEIRÃO,BANANA,REFRESCO DE LARANJA
2025-07-07,07/07/2025,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,STROGONOFES,STROGONOFF DE CARNE,BATATA PALHA,,SALADA DE ALFACE,LARANJA,REFRESCO DE CAJU
2025-07-07,07/07/2025,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,STROGONOFF VEGANO,STROGONOFF DE GRÃO DE BICO,BATATA PALHA,,SALADA DE ALFACE,LARANJA,REFRESCO DE CAJU
2025-07-07,07/07/2025,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,CARNE DE FRANGO,"ISCAS DE FRANGO À CHINESA (CEBOLA, CENOURA, PIMENTÃO VERDE, TOMATE, BRÓCOLIS, REPOLHO, MOLHO SHOYU E ÓLEO DE GERGELIM)",,,SALADA DE NABO COM CENOURA,MAÇÃ,REFRESCO DE CAJU
2025-07-07,07/07/2025,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,PTS,"YAKISSOBA DE PTS (MACARRÃO INTEGRAL, CENOURA, PIMENTÃO VERDE, BRÓCOLIS, ACELGA, MOLHO SHOYU E ÓLEO DE GERGELIM)",,,SALADA DE NABO COM CENOURA,MAÇÃ,REFRESCO DE CAJU
2025-07-06,06/07/2025,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,CARNE DE VERMELHA,BIFE À PIZZAIOLO,MACARRÃO AO ALHO E ÓLEO,,SALADA DE ALFACE COM CHICÓRIA,MELANCIA (HC) / LARANJA (RS),REFRESCO DE GOIABA
2025-07-06,06/07/2025,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,PTS,PTS COM CENOURA E SALSINHA AO SUGO,MACARRÃO INTEGRAL AO ALHO E ÓLEO,,SALADA DE ALFACE COM CHICÓRIA,MELANCIA (HC) / LARANJA (RS),REFRESCO DE GOIABA
2025-07-05,05/07/2025,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,PEIXE,TILÁPIA À PORTUGUESA,,,SALADA DE COUVE,BANANA,REFRESCO DE CAJU (RS) / REFRESCO DE UVA (HC)
2025-07-05,05/07/2025,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,FEIJAO BRANCO,"FEIJÃO FRADINHO COM QUIABO, BATATA, AZEITONA E CEBOLA",,,SALADA DE COUVE,BANANA,REFRESCO DE CAJU (RS) / REFRESCO DE UVA (HC)
2025-07-05,05/07/2025,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,CARNE DE VERMELHA,"GOULASH (CARNE EM CUBOS COM TOMATE, SHOYU, CEBOLA E CENOURA)",VIRADO DE ACELGA,,SALADA DE ALFACE,LARANJA,REFRESCO DE CAJU
2025-07-05,05/07/2025,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,GRAO DE BICO,GRÃO DE BICO À POMODORO,VIRADO DE ACELGA,,SALADA DE ALFACE,LARANJA,REFRESCO DE CAJU
2025-07-04,04/07/2025,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,CARNE DE VERMELHA,ISCAS DE CARNE AO MOLHO ESCURO (MOLHO SHOYU E AMIDO DE MILHO),CHUCHU NA SALSA,,SALADA DE ESCAROLA,LARANJA,REFRESCO DE CAJU
2025-07-04,04/07/2025,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,GRAO DE BICO,TORTA DE GRÃO DE BICO (FLOCOS DE AVEIA E FARINHA DE TRIGO),CHUCHU NA SALSA,,SALADA DE ESCAROLA,LARANJA,REFRESCO DE CAJU
2025-07-04,04/07/2025,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,SOBRECOXA,SOBRECOXA ASSADA,CENOURA REFOGADA,,SALADA DE ACELGA,ARROZ DOCE,REFRESCO DE CAJU
2025-07-04,04/07/2025,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,KIBE,QUIBE DE PTS COM BRÓCOLIS,CENOURA REFOGADA,,SALADA DE ACELGA,ARROZ DOCE VEGANO,REFRESCO DE CAJU
2025-07-03,03/07/2025,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,CARNE DE FRANGO,FRANGO CAIPIRA (MILHO E EXTRATO DE TOMATE),POLENTA AO SUGO,,"SALADA DE ALFACE COM RÚCULA (RU, RA, HC, CAISM e COTUCA) / SALADA DE RÚCULA (RS)",MAÇÃ,REFRESCO DE TANGERINA
2025-07-03,03/07/2025,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,PTS,PTS COM ERVILHA (MILHO E INHAME),POLENTA AO SUGO,,SALADA DE ALFACE COM RÚCULA,MAÇÃ,REFRESCO DE TANGERINA
2025-07-03,03/07/2025,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,CARNE DE PORCO,BISTECA SUÍNA ASSADA,REPOLHO MISTO,,SALADA DE PEPINO,BANANA (RA/RS/HC/CAISM) | LARANJA (RU),REFRESCO DE TANGERINA
2025-07-03,03/07/2025,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,OUTROS VEGANO,ERVILHA COM GRÃOS DE TRIGO GRATINADOS E COUVE-FLOR,REPOLHO MISTO,,SALADA DE PEPINO,BANANA (RA/RS/HC/CAISM) | LARANJA (RU),REFRESCO DE TANGERINA
2025-07-02,02/07/2025,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,CARNE DE PORCO,BISTECA SUÍNA AO MOLHO DE LIMÃO,ABOBRINHA REFOGADA (RS/RA) | BATATA PALHA (RU),,SALADA DE ALFACE (RU) |CENOURA RALADA (RS/RA),BANANA,REFRESCO DE MANGA
2025-07-02,02/07/2025,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,LENTILHA,LENTILHA COM BERINJELA,ABOBRINHA REFOGADA (RS/RA) | BATATA PALHA (RU),,SALADA DE ALFACE (RU) | CENOURA RALADA (RS/RA),BANANA,REFRESCO DE MANGA
2025-07-02,02/07/2025,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,CARNE DE VERMELHA,ISCAS DE CARNE ACEBOLADAS,"COUVE-FLOR, BRÓCOLIS E CENOURA",,SALADA DE ALMEIRÃO,LARANJA,REFRESCO DE MANGA
2025-07-02,02/07/2025,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,FEIJAO BRANCO,"FEIJÃO BRANCO, CHUCHU E MILHO AO SUGO","COUVE-FLOR, BRÓCOLIS E CENOURA",,SALADA DE ALMEIRÃO,LARANJA,REFRESCO DE MANGA
2025-07-01,01/07/2025,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,CARNE DE VERMELHA,BIFE AO MOLHO RÚSTICO COM AZEITONAS,ESCAROLA REFOGADA (RA/RS/HC) - VIRADO DE ESCAROLA (RU),,SALADA DE ALFACE,BARRA DE CEREAL,REFRESCO DE ACEROLA
2025-07-01,01/07/2025,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,KIBE,QUIBE DE ASSADEIRA DE BRÓCOLIS E PTS (RS/RA/HC/CAISM) PTS COM BRÓCOLIS (RU),ESCAROLA REFOGADA (RA/RS/HC) - VIRADO DE ESCAROLA (RU),,SALADA DE ALFACE,BARRA DE CEREAL,REFRESCO DE ACEROLA
2025-07-01,01/07/2025,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,PEIXE,PESCADA NA SALSA,CUZCUZ COM MILHO E ERVILHA,,SALADA DE AGRIÃO E REPOLHO,LARANJA,REFRESCO DE ACEROLA
2025-07-01,01/07/2025,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,PTS,"YAKISSOBA DE PTS (MACARRÃO INTEGRAL, SHOYU, BRÓCOLIS, CENOURA E ACELGA)",CUZCUZ COM MILHO E ERVILHA,,SALADA DE AGRIÃO E REPOLHO,LARANJA,REFRESCO DE ACEROLA
2025-06-30,30/06/2025,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,CARNE DE PORCO,CUBOS SUÍNOS COM CALABRESA E BACON,FAROFA CROCANTE,,SALADA DE REPOLHO BICOLOR,LARANJA,REFRESCO DE UVA
2025-06-30,30/06/2025,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,GRAO DE BICO,GRÃO DE BICO COM ABACAXI,FAROFA CROCANTE,,SALADA DE REPOLHO BICOLOR,LARANJA,REFRESCO DE UVA
2025-06-30,30/06/2025,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,CARNE DE FRANGO,ISCAS DE FRANGO COM BRÓCOLIS,MANDIOQUINHA E CENOURA SAUTÉ,,SALADA DE ESCAROLA,MAÇÃ (RU/RA) | LARANJA (RS),REFRESCO DE UVA
2025-06-30,30/06/2025,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,OUTROS VEGANO,"MIX DE GRÃOS COM BETERRABA (SOJA, TRIGO EM GRÃO E LENTILHA)",MANDIOQUINHA E CENOURA SAUTÉ,,SALADA DE ESCAROLA,MAÇÃ (RU/RA) | LARANJA (RS),REFRESCO DE UVA
2025-06-29,29/06/2025,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,CARNE DE FRANGO,FILEZINHO DE FRANGO GRATINADO,ABÓBORA REFOGADA,,SALADA DE BETERRABA RALADA,FIGO EM CALDA,REFRESCO DE MANGA
2025-06-29,29/06/2025,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,LENTILHA,LENTILHA GRATINADA,ABÓBORA REFOGADA,,SALADA DE BETERRABA RALADA,FIGO EM CALDA,REFRESCO DE MANGA
2025-06-28,28/06/2025,Almoço - Cardápio Padrão,ARROZ E FEIJÃO,,CARNE DE VERMELHA,CARNE EM CUBOS COM LEGUMES,FAROFA CROCANTE,,SALADA DE ALFACE,LARANJA,REFRESCO DE ACEROLA
2025-06-28,28/06/2025,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,LENTILHA,BERINJELA À NAPOLITANA COM LENTILHA E AVEIA,FAROFA CROCANTE,,SALADA DE ALFACE,LARANJA,REFRESCO DE ACEROLA
2025-06-28,28/06/2025,Jantar - Cardápio Padrão,ARROZ E FEIJÃO,,SOBRECOXA ,SOBRECOXA ENSOPADA,REPOLHO REFOGADO COM MILHO,,SALADA DE COUVE COM GRÃO DE BICO,BANANA,REFRESCO DE ACEROLA
2025-06-28,28/06/2025,Jantar - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO,,PTS,PTS À PRIMAVERA COM ERVILHA E CENOURA,REPOLHO REFOGADO COM MILHO,,SALADA DE COUVE COM GRÃO DE BICO,BANANA,REFRESCO DE ACEROLA
2025-06-27,27/06/2025,Almoço - Cardápio Padrão,ARROZ E FEIJÃO PRETO,,FEIJOADA,FEIJOADA,COUVE NO ALHO,,CALDO DE FEIJÃO COM PIMENTA,LARANJA,REFRESCO DE ABACAXI (RU/RS)/ REFRESCO DE LIMÃO (RA)
2025-06-27,27/06/2025,Almoço - Cardápio Vegano,ARROZ INTEGRAL E FEIJÃO PRETO,,FEIJOADA VEGANA,FEIJOADA VEGANA (PTS),COUVE NO ALHO,,CALDO DE FEIJÃO COM PIMENTA,LARANJA,REFRESCO DE ABACAXI (RU/RS)/ REFRESCO DE LIMÃO (RA)
2025-06-27,27/06/2025,Jantar - Cardápio Padrão,ARROZ E FEIJÃO PRETO,,FEIJOADA,FEIJOADA,COUVE NO ALHO,,CALDO DE FEIJÃO COM PIMENTA,LARANJA,REFRESCO DE ABACAXI (RU/RS)/ REFRESCO DE LIMÃO (RA)
